sbe	entry- index	start	end	full- src	full- tr	SND- Filename
CON1210.SBE	15	1227	1370	And it's us, the workers, the people, who will pay for it. As always.	그 대가는 늘 그렇듯 우리 노동자들, 민중이 치르게 되지.	CON1210.SND
CON1210.SBE	16	1374	1434	What are you saying? Are you a Socialist?	무슨 소릴 하는 거야? 자네 사회주의자야?	CON1210.SND
CON1210.SBE	17	1438	1505	I am a worker, like you.	나도 자네 같은 노동자야.	CON1210.SND
CON1210.SBE	18	1507	1616	The only way to avoid war is to organize all the workers	전쟁을 피할 유일한 길은 노동자들을 조직하는 거야.	CON1210.SND
CON1210.SBE	19	1618	1699	of Germany, France and England.	독일, 프랑스, 영국의 모든 노동자를.	CON1210.SND
CON1210.SBE	20	1703	1800	We're the ones who will suffer. Not the politicians.	고통받는 건 우리지, 정치인들이 아니야.	CON1210.SND
CON1210.SBE	21	1803	1892	Say what you want, but if they start... we'll take back the Alsace!	무슨 말을 하든, 놈들이 시작하면... 알자스를 되찾아야 해!	CON1210.SND
CON1210.SBE	22	1893	1923	And the Lorraine!	로렌도!	CON1210.SND
CON1210.SBE	23	1926	2058	You still don't get it. Modern war isn't fought with swords anymore.	아직도 모르겠나. 현대전은 칼로 싸우는 시대가 아니야.	CON1210.SND
CON1210.SBE	24	2060	2153	It would be a massacre. This is not 1870!	학살이 될 거야. 지금은 1870년이 아니라고!	CON1210.SND
CON1210A.SBE	0	11	62	Excuse me. I've got work to do.	실례합니다. 일하러 가봐야겠습니다.	CON1210A.SND
CON1210A.SBE	1	64	144	But your idea interests me. We'll have to finish this later.	하지만 자네 말엔 흥미가 가. 이야긴 나중에 마저 하세.	CON1210A.SND
CON1500.SBE	0	1	73	Monsieur, excuse me. That is not your compartment.	무슈, 실례합니다. 그곳은 무슈 객실이 아닙니다.	CON1500.SND
CON1500A.SBE	0	1	92	Excuse me, monsieur Whitney. This is not your compartment.	실례합니다, 무슈 휘트니. 그곳은 무슈 객실이 아닙니다.	CON1500A.SND
CON1500B.SBE	0	1	94	That is not your compartment, monsieur. Yours is number 1.	그곳은 무슈 객실이 아닙니다. 무슈 객실은 1번입니다.	CON1500B.SND
CON1500C.SBE	0	1	111	Monsieur, your compartment is number 1. The last one.	무슈 객실은 1번, 맨 끝 객실입니다.	CON1500C.SND
CON1501.SBE	0	1	83	Monsieur, that is herr Schmidt's compartment.	무슈, 그곳은 헤어 슈미트 객실입니다.	CON1501.SND
CON1501A.SBE	0	1	103	Monsieur, that is herr August Schmidt's compartment.	무슈, 그곳은 헤어 아우구스트 슈미트 객실입니다.	CON1501A.SND
CON1502.SBE	0	1	141	Excuse me, monsieur Whitney. That is monsieur Alexei Dolnikov's compartment.	실례합니다, 무슈 휘트니. 그곳은 무슈 알렉세이 돌니코프 객실입니다.	CON1502.SND
CON1502A.SBE	0	1	30	Monsieur,	무슈,	CON1502A.SND
CON1502A.SBE	1	31	172	that compartment belongs to monsieur Alexei Dolnikov, the young Russian gentleman.	그 객실은 젊은 러시아 신사, 무슈 알렉세이 돌니코프의 객실입니다.	CON1502A.SND
CON1503.SBE	0	1	110	Monsieur, that is monsieur Mahmud Makhta's compartment.	무슈, 그곳은 무슈 마흐무드 막타 객실입니다.	CON1503.SND
CON1503A.SBE	0	1	48	Don't do that, monsieur!	그러지 마십시오, 무슈!	CON1503A.SND
CON1503B.SBE	0	1	117	Monsieur, please. There will be trouble, I cannot be responsible.	무슈, 제발요. 그러다 문제가 생기면 제가 책임질 수 없습니다.	CON1503B.SND
CON1503C.SBE	0	1	135	Monsieur, excuse me! These compartments belong to the gentleman in number 4.	무슈, 실례합니다! 그 객실들은 4번 객실 신사분의 구역입니다.	CON1503C.SND
CON1503D.SBE	0	1	131	Monsieur, please! The gentleman in number 4... he would be very upset.	무슈, 제발요! 4번 객실의 신사분이 몹시 불쾌해하실 겁니다.	CON1503D.SND
CON1503E.SBE	0	1	119	Monsieur, please! The ladies do not like to be disturbed.	무슈, 제발요! 그 숙녀분들은 방해받는 걸 싫어하십니다.	CON1503E.SND
CON2010.SBE	0	14	99	So, you're here to continue our conversation from last night?	그래서, 어젯밤 대화를 이어가려고 온 건가?	CON2010.SND
CON2010.SBE	1	103	212	I've thought about it. And I found the contradiction in Mr. Jaur둺's idea.	곰곰이 생각해 봤는데, 조레스 씨 주장엔 모순이 있더군.	CON2010.SND
CON2010.SBE	2	216	265	Oh yes? Explain yourself!	그래? 어디 한번 설명해 봐!	CON2010.SND
CON2010.SBE	3	280	383	You say that if there's a war, it won't be Germany against France,	자네 말로는 전쟁이 나도 독일 대 프랑스가 아니라,	CON2010.SND
CON2010.SBE	4	390	447	it will be the workers against each other.	노동자들끼리 서로 싸우게 된다는 거지.	CON2010.SND
CON2010.SBE	5	453	478	Precisely.	정확해.	CON2010.SND
CON2010.SBE	6	482	570	And if they mobilize, we should call a general strike.	그리고 총동원이 걸리면 총파업을 해야 한다는 거고.	CON2010.SND
CON2010.SBE	7	575	613	If they mobilize, yes.	총동원이 걸리면, 그렇지.	CON2010.SND
CON2010.SBE	8	617	678	And that way, there'll be no war.	그러면 전쟁은 없어진다.	CON2010.SND
CON2010.SBE	9	683	790	Naturally, without the workers, there can't be a war.	당연하지. 노동자 없이는 전쟁도 못 하니까.	CON2010.SND
CON2010.SBE	10	794	850	With no railroads, no factories...	철도도, 공장도 다 멈추면...	CON2010.SND
CON2010.SBE	11	852	966	There's the hitch. If we go on strike but the German workers don't...	거기서 문제가 생겨. 우리가 파업해도 독일 노동자들이 안 하면...	CON2010.SND
CON2010.SBE	12	968	1000	...what happens then?	...그다음엔 어떻게 되지?	CON2010.SND
CON2010.SBE	13	1002	1030	Wait a minute...	잠깐만...	CON2010.SND
CON2010.SBE	14	1032	1121	Aha! That's the problem. They'll be in Paris in three days.	바로 그거야! 그러면 사흘이면 파리에 들어오겠지.	CON2010.SND
CON2010.SBE	15	1123	1191	And where will your Mr. Jaur둺 be then? In Brussels!	그때 자네 조레스 씨는 어디 있을 것 같나? 브뤼셀이지!	CON2010.SND
CON2010.SBE	16	1193	1258	Wait! You always simplify everything!	잠깐! 자넨 뭐든 너무 단순화해!	CON2010.SND
CON2010.SBE	17	1260	1318	Obviously we're talking about an international movement!	당연히 국제적 운동을 전제로 하는 말이잖아!	CON2010.SND
CON2010.SBE	18	1321	1400	Well, that's that. It's too bad Mr. Jaur둺 didn't come.	뭐, 됐어. 조레스 씨가 안 탄 게 아쉽군.	CON2010.SND
CON2010.SBE	19	1404	1464	I would have enjoyed asking him the question in person.	직접 얼굴 보고 그 질문을 던져 보고 싶었는데.	CON2010.SND
CON2010.SBE	20	1468	1550	You poor fool. Even if you had dared...	딱한 친구 같으니. 자네가 감히 물어봤다 한들...	CON2010.SND
CON2010.SBE	21	1553	1583	Admit it, I won the argument!	인정해. 이번 논쟁은 내가 이겼어!	CON2010.SND
CON2020.SBE	0	1	121	Monsieur, please. If you would blow the whistle in your own compartment.	무슈, 부탁드립니다. 호루라기는 객실 안에서 불어 주십시오.	CON2020.SND
CON3012.SBE	0	15	37	You again?	또 당신이오?	CON3012.SND
CON3012.SBE	1	43	124	Every time I do the Paris- Constantinople, I promise my wife	파리-콘스탄티노플 노선을 탈 때마다 아내에게 약속하지.	CON3012.SND
CON3012.SBE	2	129	243	to bring her back a piece of the East. Last time it was a copper bracelet.	동양 물건 하나는 꼭 사간다고. 지난번엔 구리 팔찌였고.	CON3012.SND
CON3012.SBE	3	248	333	This time it looks like a postcard at best.	이번엔 기껏해야 엽서 한 장이겠어.	CON3012.SND
CON3012.SBE	4	337	380	No tips?	팁도 없다고?	CON3012.SND
CON3012.SBE	5	384	487	The American is a big disappointment. And the Russian- forget him.	미국인은 크게 실망이고, 러시아인은 말할 것도 없어.	CON3012.SND
CON3012.SBE	6	491	569	Neither one seems to appreciate the concept of first class travel.	둘 다 일등석 여행의 의미를 전혀 모르더군.	CON3012.SND
CON3012.SBE	7	575	673	The German is usually a big spender, I've had him before,	독일인은 보통 큰손이지. 예전에도 태운 적 있는데,	CON3012.SND
CON3012.SBE	8	678	809	but this trip he's not in good form, he seems to have something on his mind.	이번엔 영 폼이 안 나. 뭔가 마음에 걸린 일이 있는 눈치야.	CON3012.SND
CON3012.SBE	9	812	853	Maybe your luck will change.	자네 운이 바뀔지도 모르지.	CON3012.SND
CON3012.SBE	10	855	948	I think he's got his eye on the musical angel of compartment F	그 사람 눈이 F 객실의 음악 천사를 향해 있더군.	CON3012.SND
CON3012.SBE	11	951	1045	who's been serenading us so sweetly all morning.	아침 내내 달콤하게 우리 귀를 즐겁게 해주던 그 아가씨 말이야.	CON3012.SND
CON3012.SBE	12	1047	1128	When a gentleman wants to impress a lady, he can be counted on	신사가 숙녀에게 잘 보이고 싶을 때는	CON3012.SND
CON3012.SBE	13	1130	1227	to throw lots of money around.	돈을 팍팍 쓰기 마련이지.	CON3012.SND
CON3012.SBE	14	1231	1297	Oh well, if you're right maybe some of it will land on me.	뭐, 자네 말이 맞다면 그중 좀 내게도 떨어지겠군.	CON3012.SND
CON3012.SBE	15	1301	1385	Anyway, I'm pinning my hopes on the harem's escort.	아무튼 난 하렘 호위인에게 기대를 걸고 있어.	CON3012.SND
CON3012.SBE	16	1387	1429	You know who they belong to, don't you?	그들이 누구 사람인지는 알지?	CON3012.SND
CON3012.SBE	17	1470	1495	I don't believe it!	설마, 그럴 리가!	CON3012.SND
CON3012.SBE	18	1498	1556	With someone like that you never know.	저런 사람은 끝까지 가봐야 알아.	CON3012.SND
CON3012.SBE	19	1558	1651	They treat you like dirt, spit in your face, threaten you...	사람을 벌레 보듯 대하고, 면전에 침 뱉고, 협박하다가...	CON3012.SND
CON3012.SBE	20	1654	1776	and then a little gift at the end and you can retire to the C뱓e d'Azur.	끝에 선물 하나 툭 쥐여 주면 코트다쥐르에서 은퇴도 가능하지.	CON3012.SND
CON3012.SBE	21	1780	1903	Not me. I've got my retirement all set up and it's not in France.	난 아니야. 은퇴 준비는 다 돼 있고, 그곳도 프랑스는 아니거든.	CON3012.SND
CON3012.SBE	22	1907	2011	1914 is my last year in Europe.	1914년이 내 유럽 생활의 마지막 해다.	CON3012.SND
CON3012.SBE	23	2016	2071	You can't wait, eh?	못 기다리겠다는 거군, 응?	CON3012.SND
CON3012.SBE	24	2074	2148	If you could see the nice little house that's waiting for me in Algiers,	알제에서 날 기다리는 예쁜 집을 보면	CON3012.SND
CON3012.SBE	25	2151	2284	you wouldn't miss Europe either. It's paradise, if you know how to enjoy it.	자네도 유럽이 안 그리울 거야. 즐길 줄만 알면 거긴 낙원이지.	CON3012.SND
CON3012.SBE	26	2287	2343	Ask the ladies in the last compartments.	맨 끝 객실 숙녀분들께 물어봐.	CON3012.SND
CON3012.SBE	27	2346	2475	Careful, you don't want to jeopardize your reward at the end of the trip.	조심해. 그러다 여정 끝 보상 날아간다.	CON3012.SND
CON3012.SBE	28	2478	2606	The only reward I'll get from this guy is a sword in the belly.	저 사람에게서 내가 받을 보상은 배에 칼 맞는 것뿐이야.	CON3012.SND
CON3012.SBE	29	2610	2643	So long.	그럼 이만.	CON3012.SND
CON3012.SBE	30	2645	2704	See you later!	나중에 보자!	CON3012.SND
CON3020.SBE	0	8	60	It's the conductor, sir. Did you ring?	차장입니다, 선생님. 부르셨습니까?	CON3020.SND
CON3051.SBE	0	8	71	Good day, mademoiselle. His Excellency is waiting for you.	안녕하세요, 마드무아젤. 각하께서 기다리고 계십니다.	CON3051.SND
CON3052.SBE	0	1	89	- Herr Schmidt, please, right this way. - Thank you.	- 헤어 슈미트, 이쪽으로 오십시오. - 감사합니다.	CON3052.SND
CON3053.SBE	0	1	69	- Monsieur Whitney, this way, please. - Thanks.	- 무슈 휘트니, 이쪽으로 오십시오. - 고마워요.	CON3053.SND
CON3054.SBE	0	1	90	Monsieur Whitney, we have already started, but please, go ahead.	무슈 휘트니, 이미 시작했지만 어서 들어가십시오.	CON3054.SND
CON3054.SBE	1	91	118	Thanks.	고맙소.	CON3054.SND
CON5001.SBE	0	21	98	Make sure the passengers stay in their compartments.	승객들이 객실에 머물도록 하시오.	CON5001.SND
CON5001.SBE	1	100	200	The kitchen crew too. I don't want to see anyone in the corridor.	주방 직원들도 마찬가지요. 복도에 아무도 있어선 안 됩니다.	CON5001.SND
CON5001.SBE	2	203	241	Yes, sir.	예, 선생님.	CON5001.SND
CON5001.SBE	3	244	347	Remember, our top priority is to protect the lives of the passengers.	명심하시오. 최우선은 승객들의 생명 보호요.	CON5001.SND
CON5001.SBE	4	350	408	We don't need any dead heroes.	죽은 영웅은 필요 없습니다.	CON5001.SND
CON5001.SBE	5	413	459	Yes, sir. You can count on me.	예, 선생님. 제게 맡기십시오.	CON5001.SND
CON5002.SBE	0	4	30	Yes, who is it?	네, 누구죠?	CON5002.SND
CON5002A.SBE	0	1	75	Monsieur, would you please return to your compartment?	무슈, 객실로 돌아가 주시겠습니까?	CON5002A.SND
CON5002A.SBE	1	90	143	It is for your own safety, monsieur.	무슈의 안전을 위한 조치입니다.	CON5002A.SND
DEUTSCHA.SBE	0	0	100	Deutsch Avricourt 1:18 am	도이치-아브리쿠르 오전 1:18	DEUTSCHA.SND
EPERNAY.SBE	0	0	100	Epernay 9:16 pm	에페르네 오후 9:16	EPERNAY.SND
FRA1001.SBE	0	1	31	Excuse me.	실례합니다.	FRA1001.SND
FRA1001A.SBE	0	1	38	Excuse me.	실례합니다.	FRA1001A.SND
FRA1001B.SBE	0	1	31	Excuse me.	실례합니다.	FRA1001B.SND
FRA1001C.SBE	0	1	27	Excuse me.	실례합니다.	FRA1001C.SND
FRA2005A.SBE	0	13	62	Wait! Wait!	기다려! 기다려!	FRA2005A.SND
FRA2005A.SBE	1	73	124	Aha! Gotcha!	아하! 잡았다!	FRA2005A.SND
FRA2005B.SBE	0	15	114	Hey! Come back! I won't hurt you!	야! 돌아와! 해치지 않을게!	FRA2005B.SND
FRA2005C.SBE	0	9	41	Where'd you go?	어디 갔어?	FRA2005C.SND
FRA2010.SBE	0	14	69	I saw a black beetle.	검은 딱정벌레를 봤어.	FRA2010.SND
FRA2010.SBE	1	75	108	Really.	정말이야.	FRA2010.SND
FRA2010.SBE	2	120	174	Yes, and I caught it...	응, 내가 잡았는데...	FRA2010.SND
FRA2010.SBE	3	178	231	...but it escaped.	...도망가 버렸어.	FRA2010.SND
FRA2011.SBE	0	14	113	The big one is the father and the little one is the son.	큰 건 아버지고 작은 건 아들이야.	FRA2011.SND
FRA2011.SBE	1	116	183	They're going to the desert.	둘은 사막으로 가는 길이야.	FRA2011.SND
FRA2011.SBE	2	187	365	But the train is attacked by soldiers! Bang! Bang! They shoot...	그런데 병사들이 열차를 공격해! 빵! 빵! 총을 쏴...	FRA2011.SND
FRA2011.SBE	3	369	527	The father is dead and... no, the father is injured and he shoots...	아버지는 죽고... 아니, 다치고 나서 다시 쏴...	FRA2011.SND
FRA2011.SBE	4	531	610	Bang-bang-bang! Got him!	빵빵빵! 맞혔다!	FRA2011.SND
FRA2011.SBE	5	616	715	But the son is dead. Poor kid.	하지만 아들은 죽었어. 불쌍한 아이.	FRA2011.SND
FRA2012.SBE	0	9	138	The Germans are on that side and the French are on this side.	저쪽은 독일군, 이쪽은 프랑스군이야.	FRA2012.SND
FRA2012.SBE	1	149	234	There. We can start now.	좋아. 이제 시작할 수 있어.	FRA2012.SND
FRA2012.SBE	2	250	482	Wait, wait! You stay here. And you go there. Now don't move.	잠깐, 잠깐! 넌 여기 있어. 넌 저기로 가. 이제 움직이지 마.	FRA2012.SND
FRA2012.SBE	3	510	667	If you don't listen, I'll pull your legs off. I'll tell you when to start.	말 안 들으면 다리 뽑아버릴 거야. 시작하라고 할 때까지 기다려.	FRA2012.SND
FRA2012.SBE	4	705	744	DON'T MOVE!	움직이지 마!	FRA2012.SND
FRA2012.SBE	5	765	824	Fran뇇is, try to play nicely.	프랑수아, 얌전히 좀 놀아라.	FRA2012.SND
FRA2012.SBE	6	853	1041	I told you not to move. Now, you can't move. I warned you.	움직이지 말랬지. 이제 넌 못 움직여. 경고했잖아.	FRA2012.SND
FRA2012.SBE	7	1063	1104	Okay, let's start over.	좋아, 처음부터 다시 하자.	FRA2012.SND
GALANTA.SBE	0	0	100	Galanta 8:47 pm	갈란타 오후 8:47	GALANTA.SND
HED1001.SBE	0	1	30	Good evening, monsieur.	좋은 저녁입니다, 무슈.	HED1001.SND
HED1001.SBE	1	31	120	We have a nice table for you here in the corner.	여기 구석에 좋은 자리를 마련해 두었습니다.	HED1001.SND
HED1001.SBE	2	121	161	If you will please follow me.	이쪽으로 따라오십시오.	HED1001.SND
HED1001A.SBE	0	1	46	Please, monsieur. Have a seat.	앉으십시오, 무슈.	HED1001A.SND
HED1002.SBE	0	1	33	Monsieur, excuse me.	무슈, 실례합니다.	HED1002.SND
HED1002A.SBE	0	1	31	Excuse me, monsieur.	실례합니다, 무슈.	HED1002A.SND
JAC1001.SBE	0	1	46	It's the conductor, madame.	차장입니다, 마담.	JAC1001.SND
JAC1001A.SBE	0	1	46	It's the conductor, madame.	차장입니다, 마담.	JAC1001A.SND
JAC1001B.SBE	0	1	51	It's the conductor, monsieur.	차장입니다, 무슈.	JAC1001B.SND
JAC1012.SBE	0	1	78	It's the conductor to make your bed, monsieur.	침대 정리하러 왔습니다, 무슈.	JAC1012.SND
JAC1012B.SBE	0	1	89	Conductor to make up your bed for the night, madame.	밤 침대 정리하러 왔습니다, 마담.	JAC1012B.SND
JAC1013.SBE	0	1	36	Good night, monsieur.	안녕히 주무십시오, 무슈.	JAC1013.SND
JAC1013A.SBE	0	1	31	Have a good night.	좋은 밤 되십시오.	JAC1013A.SND
JAC1030.SBE	0	31	101	It's the conductor to make your bed, madame.	침대 정리하러 왔습니다, 마담.	JAC1030.SND
JAC1111.SBE	0	1	41	Excuse me, monsieur.	실례합니다, 무슈.	JAC1111.SND
JAC1111A.SBE	0	1	40	Excuse me, monsieur.	실례합니다, 무슈.	JAC1111A.SND
JAC1111B.SBE	0	1	41	Excuse me, monsieur.	실례합니다, 무슈.	JAC1111B.SND
JAC1111C.SBE	0	1	22	Pardon me.	실례합니다.	JAC1111C.SND
JAC1111D.SBE	0	1	40	Excuse me, madame.	실례합니다, 마담.	JAC1111D.SND
JAC1112.SBE	0	1	37	Excuse me, monsieur.	실례합니다, 무슈.	JAC1112.SND
JAC1112B.SBE	0	1	24	Good day, madame.	안녕하세요, 마담.	JAC1112B.SND
JAC1112C.SBE	0	1	30	Good evening, madame.	좋은 저녁입니다, 마담.	JAC1112C.SND
JAC1112D.SBE	0	1	28	Good evening, monsieur.	좋은 저녁입니다, 무슈.	JAC1112D.SND
JAC1112E.SBE	0	1	27	Good day, monsieur.	안녕하세요, 무슈.	JAC1112E.SND
JAC1112F.SBE	0	1	35	Good evening, mademoiselle.	좋은 저녁입니다, 마드무아젤.	JAC1112F.SND
JAC1112G.SBE	0	1	37	Good day, mademoiselle.	안녕하세요, 마드무아젤.	JAC1112G.SND
JAC1113.SBE	0	1	69	Good night, monsieur Whitney. Until tomorrow.	안녕히 주무십시오, 무슈 휘트니. 내일 뵙겠습니다.	JAC1113.SND
JAC1113A.SBE	0	1	59	Good night, monsieur. Have a good sleep.	안녕히 주무십시오, 무슈. 푹 주무세요.	JAC1113A.SND
JAC1113B.SBE	0	1	45	Excuse me, monsieur Whitney.	실례합니다, 무슈 휘트니.	JAC1113B.SND
JAC1120.SBE	0	18	77	Little fellow, why don't you quiet down!	꼬마야, 좀 조용히 하지 못하겠니!	JAC1120.SND
