sbe	entry-index	full-tr
CON3012.SBE	20	끝에 선물 하나 툭 쥐여 주면 코트다쥐르에서 은퇴도 가능하지.
CON3012.SBE	21	난 아니야. 은퇴 준비는 다 돼 있고, 그곳도 프랑스는 아니거든.
CON3012.SBE	22	1914년이 내 유럽 생활의 마지막 해다.
CON3012.SBE	23	못 기다리겠다는 거군, 응?
CON3012.SBE	24	알제에서 날 기다리는 예쁜 집을 보면
CON3012.SBE	25	자네도 유럽이 안 그리울 거야. 즐길 줄만 알면 거긴 낙원이지.
CON3012.SBE	26	맨 끝 객실 숙녀분들께 물어봐.
CON3012.SBE	27	조심해. 그러다 여정 끝 보상 날아간다.
CON3012.SBE	28	저 사람에게서 내가 받을 보상은 배에 칼 맞는 것뿐이야.
CON3012.SBE	29	그럼 이만.
CON3012.SBE	30	나중에 보자!
CON3020.SBE	0	차장입니다, 선생님. 부르셨습니까?
CON3051.SBE	0	안녕하세요, 마드무아젤. 각하께서 기다리고 계십니다.
CON3052.SBE	0	- 헤어 슈미트, 이쪽으로 오십시오. - 감사합니다.
CON3053.SBE	0	- 무슈 휘트니, 이쪽으로 오십시오. - 고마워요.
CON3054.SBE	0	무슈 휘트니, 이미 시작했지만 어서 들어가십시오.
CON3054.SBE	1	고맙소.
CON5001.SBE	0	승객들이 객실에 머물도록 하시오.
CON5001.SBE	1	주방 직원들도 마찬가지요. 복도에 아무도 있어선 안 됩니다.
CON5001.SBE	2	예, 선생님.
CON5001.SBE	3	명심하시오. 최우선은 승객들의 생명 보호요.
CON5001.SBE	4	죽은 영웅은 필요 없습니다.
CON5001.SBE	5	예, 선생님. 제게 맡기십시오.
CON5002.SBE	0	네, 누구죠?
CON5002A.SBE	0	무슈, 객실로 돌아가 주시겠습니까?
CON5002A.SBE	1	무슈의 안전을 위한 조치입니다.
DEUTSCHA.SBE	0	도이치-아브리쿠르 오전 1:18
EPERNAY.SBE	0	에페르네 오후 9:16
FRA1001.SBE	0	실례합니다.
FRA1001A.SBE	0	실례합니다.
FRA1001B.SBE	0	실례합니다.
FRA1001C.SBE	0	실례합니다.
FRA2005A.SBE	0	기다려! 기다려!
FRA2005A.SBE	1	아하! 잡았다!
FRA2005B.SBE	0	야! 돌아와! 해치지 않을게!
FRA2005C.SBE	0	어디 갔어?
FRA2010.SBE	0	검은 딱정벌레를 봤어.
FRA2010.SBE	1	정말이야.
FRA2010.SBE	2	응, 내가 잡았는데...
FRA2010.SBE	3	...도망가 버렸어.
FRA2011.SBE	0	큰 건 아버지고 작은 건 아들이야.
FRA2011.SBE	1	둘은 사막으로 가는 길이야.
FRA2011.SBE	2	그런데 병사들이 열차를 공격해! 빵! 빵! 총을 쏴...
FRA2011.SBE	3	아버지는 죽고... 아니, 다치고 나서 다시 쏴...
FRA2011.SBE	4	빵빵빵! 맞혔다!
FRA2011.SBE	5	하지만 아들은 죽었어. 불쌍한 아이.
FRA2012.SBE	0	저쪽은 독일군, 이쪽은 프랑스군이야.
FRA2012.SBE	1	좋아. 이제 시작할 수 있어.
FRA2012.SBE	2	잠깐, 잠깐! 넌 여기 있어. 넌 저기로 가. 이제 움직이지 마.
FRA2012.SBE	3	말 안 들으면 다리 뽑아버릴 거야. 시작하라고 할 때까지 기다려.
FRA2012.SBE	4	움직이지 마!
FRA2012.SBE	5	프랑수아, 얌전히 좀 놀아라.
FRA2012.SBE	6	움직이지 말랬지. 이제 넌 못 움직여. 경고했잖아.
FRA2012.SBE	7	좋아, 처음부터 다시 하자.
GALANTA.SBE	0	갈란타 오후 8:47
HED1001.SBE	0	좋은 저녁입니다, 무슈.
HED1001.SBE	1	여기 구석에 좋은 자리를 마련해 두었습니다.
HED1001.SBE	2	이쪽으로 따라오십시오.
HED1001A.SBE	0	앉으십시오, 무슈.
HED1002.SBE	0	무슈, 실례합니다.
HED1002A.SBE	0	실례합니다, 무슈.
JAC1001.SBE	0	차장입니다, 마담.
JAC1001A.SBE	0	차장입니다, 마담.
JAC1001B.SBE	0	차장입니다, 무슈.
JAC1012.SBE	0	침대 정리하러 왔습니다, 무슈.
JAC1012B.SBE	0	밤 침대 정리하러 왔습니다, 마담.
JAC1013.SBE	0	안녕히 주무십시오, 무슈.
JAC1013A.SBE	0	좋은 밤 되십시오.
JAC1030.SBE	0	침대 정리하러 왔습니다, 마담.
JAC1111.SBE	0	실례합니다, 무슈.
JAC1111A.SBE	0	실례합니다, 무슈.
JAC1111B.SBE	0	실례합니다, 무슈.
JAC1111C.SBE	0	실례합니다.
JAC1111D.SBE	0	실례합니다, 마담.
JAC1112.SBE	0	실례합니다, 무슈.
JAC1112B.SBE	0	안녕하세요, 마담.
JAC1112C.SBE	0	좋은 저녁입니다, 마담.
JAC1112D.SBE	0	좋은 저녁입니다, 무슈.
JAC1112E.SBE	0	안녕하세요, 무슈.
JAC1112F.SBE	0	좋은 저녁입니다, 마드무아젤.
JAC1112G.SBE	0	안녕하세요, 마드무아젤.
JAC1113.SBE	0	안녕히 주무십시오, 무슈 휘트니. 내일 뵙겠습니다.
JAC1113A.SBE	0	안녕히 주무십시오, 무슈. 푹 주무세요.
JAC1113B.SBE	0	실례합니다, 무슈 휘트니.
JAC1120.SBE	0	꼬마야, 좀 조용히 하지 못하겠니!
JAC1120.SBE	1	요즘 아이들은... 커서 어쩌려는지 원.
JAC1500.SBE	0	그곳은 무슈 객실이 아닙니다.
JAC1500A.SBE	0	무슈, 그곳은 무슈 객실이 아닙니다.
JAC1501.SBE	0	세르비아 신사분들은 지금 안 계십니다, 무슈.
JAC1502.SBE	0	그곳은 무슈 밀로스 요바노비치 객실입니다, 무슈.
JAC1502A.SBE	0	세르비아 신사분은 지금 안 계십니다, 무슈.
JAC1503.SBE	0	마드무아젤 볼프는 지금 안 계십니다, 무슈.
JAC1503A.SBE	0	실례합니다, 무슈. 이곳은 마드무아젤 안나 볼프 객실입니다.
JAC1503B.SBE	0	마드무아젤 볼프는 연주회에 계십니다, 무슈.
JAC1504.SBE	0	실례합니다, 무슈. 마드무아젤 드 브레퇴유와 미스 노턴은 지금 안 계십니다.
JAC1504A.SBE	0	아가씨들은 지금 안 계십니다, 무슈.
JAC1504B.SBE	0	아가씨들은 연주회에 계십니다, 무슈.
JAC1505.SBE	0	실례합니다, 무슈. 그곳은 마담 부타렐 객실입니다.
JAC1506.SBE	0	실례합니다, 무슈. 그곳은 무슈 부타렐 객실입니다.
JAC1506A.SBE	0	실례합니다, 무슈.
JAC1506A.SBE	1	그곳은 무슈 부타렐과 영국 신사분의 객실입니다.
JAC1506B.SBE	0	실례합니다, 무슈. 그곳은 무슈 부타렐과 미스터 애벗의 객실입니다.
JAC1507.SBE	0	실례합니다, 무슈. 그곳은 미스 타티아나 오볼렌스카야 객실입니다.
JAC1507A.SBE	0	미스 오볼렌스카야는 지금 안 계십니다, 무슈. 연주회에 계신 듯합니다.
JAC1508.SBE	0	무슈, 여긴 무슈 객실이 아닙니다. 다른 침대칸으로 가셔야 합니다.
JAC1508A.SBE	0	실례합니다, 무슈.
JAC1508A.SBE	1	그곳은 오볼렌스키 백작 객실입니다. 무슈 객실은 다음 침대칸에 있습니다.
JAC2020.SBE	0	무슈, 제발요.
JAC2020.SBE	1	이런 건 아이에게나 할 법한 짓이지, 무슈는 어른 아닙니까!
JAC2020.SBE	2	이건 너무하십니다.
JAC3005.SBE	0	누구세요?
JAC3005.SBE	1	차장입니다, 마담.
JAC3005.SBE	2	들어오세요.
JAC3005A.SBE	0	실례합니다, 마드무아젤 노턴, 마드무아젤 드 브레퇴유.
JAC3005A.SBE	1	크로노스 전하께서 두 분을 전용 객차로 초대하고자 하십니다.
JAC3005A.SBE	2	세 시에 작은 연주회가 있습니다.
JAC3005A.SBE	3	정말 멋지네요.
JAC3005A.SBE	4	마담 볼프께서 바이올린을 연주하실 겁니다.
JAC3005A.SBE	5	마담 볼프가요?
JAC3005A.SBE	6	저희야 기쁘죠. 그렇지, 소피?
JAC3006.SBE	0	누구죠?
JAC3006.SBE	1	차장입니다, 마담.
JAC3006.SBE	2	들어오세요.
JAC3006A.SBE	0	실례합니다, 마드무아젤.
JAC3006A.SBE	1	크로노스 전하께서 오늘 오후
JAC3006A.SBE	2	세 시에 전용 객차로 와주시길 청하십니다.
JAC3006A.SBE	3	작은 연주회를 마련하셨습니다.
JAC3006A.SBE	4	할아버지께서요?
JAC3006A.SBE	5	마드무아젤께 한 말씀 드려도 된다면,
JAC3006A.SBE	6	바람을 좀 쐬시면 몸에 좋을지도 모릅니다.
JAC3006A.SBE	7	마드무아젤 볼프는 세계적으로 유명한 바이올리니스트입니다.
JAC3006A.SBE	8	연주를 놓치시면 아까우실 겁니다.
JAC3006A.SBE	9	고마워요.
JAC3006A.SBE	10	좋은 오후 보내십시오, 마드무아젤.
JAC3020.SBE	0	차장입니다, 마담.
JAC3020.SBE	1	부르셨습니까?
JAC3020.SBE	2	전기라! 이게 바로 미래지.
JAC3021.SBE	0	차장입니다, 선생님.
JAC3021.SBE	1	부르셨습니까?
JAC3021.SBE	2	차장입니다.
JAC3021.SBE	3	누가 벨을 누르셨습니까?
JAC3021.SBE	4	문 좀 열어주십시오.
JAC3021.SBE	5	아무도 없군.
JAC5002.SBE	0	네, 누구죠?
JAC5002A.SBE	0	무슈, 본인 객실로 돌아가 주셔야 합니다.
JAC5002A.SBE	1	이는 열차장 지시입니다.
JAC5010.SBE	0	무슈.
JAC5010.SBE	1	제발요, 상황은 통제되고 있습니다.
JAC5010.SBE	2	모든 승객께 객실에 머물러 주시길 요청드리고 있습니다.
JAC5010.SBE	3	열차를 세울 수 있을 때까지요.
KAH1001.SBE	0	네?
KAH1001A.SBE	0	실례합니다.
KIT1010.SBE	0	더 얇게 썰랬잖아, 더 얇게!
KIT1010.SBE	1	귀가 먹었냐, 아니면 머리가 나쁘냐?
KIT1010.SBE	2	죄송합니다! 그래도 당근일 뿐이잖아요!
KIT1010.SBE	3	이 멍청한 놈!
KIT1010.SBE	4	제일 쉬운 일도 네 작은 머리로는 버거운 거냐!
KIT1011.SBE	0	아, 실례합니다, 무슈. 하하하.
KIT1011.SBE	1	좋은 저녁입니다, 무슈. 하하하.
KIT1011A.SBE	0	당근뿐이라고? 네가 주방장보다 더 잘 안다는 거냐?
KIT1011A.SBE	1	아야!
KIT1011A.SBE	2	요즘 견습들은 정말!
KIT1011A.SBE	3	내가 너처럼 무능하고 굼떴다면,
KIT1011A.SBE	4	열차가 달리는 중에 벌써 내쫓겼을 거다!
KIT1012.SBE	0	내가 본 견습 중 네가 최악이다!
KIT1012.SBE	1	오리엔트 특급에서 널 쓰게 두다니 기가 막히는군!
KIT1012.SBE	2	죄송합니다! 죄송합니다!
KIT1012.SBE	3	파리 아무 브라세리에 가도 너보다 나은 손을 구하겠다!
KIT1012.SBE	4	하지만 보세요, 칼이... 칼날이... 칼날이 무뎌서요.
KIT1012.SBE	5	그게 바로 문제라는 거다! 뭘 기다리냐, 당장 갈아!
KIT1012.SBE	6	전부... 전부요?
KIT1012.SBE	7	당연히 전부지!
KRO3003.SBE	0	누구였지?
KRO3003.SBE	1	미국인이었습니다, 각하.
KRO3003.SBE	2	무슨 용건이었지?
KRO3003.SBE	3	묻지 않았습니다. 불러올까요?
KRO3003.SBE	4	아니, 그럴 필요 없다.
KRO3003.SBE	5	내게 들려줄 만한 흥미로운 말은 없을 테니.
KRO3003.SBE	6	돌려보낸 건 잘했다.
KRO3004.SBE	0	미국인입니다, 각하.
KRO3004.SBE	1	이번에는 각하께서 직접 만나 보셔야 할 듯합니다.
KRO3004.SBE	2	그래.
KRO3005.SBE	0	아무것도 모르는군.
KRO3005.SBE	1	내 짐작대로다.
KRO3005.SBE	2	오스트리아 여자가 불새를 갖고 있다.
KRO3005.SBE	3	용서하십시오, 각하.
KRO3005.SBE	4	어젯밤에도 제가 그렇게 말씀드렸습니다.
KRO3005.SBE	5	왜 아직 그 여자의 객실을 수색하지 않았지?
KRO3005.SBE	6	그 객실은 경계가 삼엄합니다, 각하.
KRO3005.SBE	7	밤낮없이요.
KRO3005.SBE	8	아, 그래. 그 개.
KRO3005.SBE	9	두려운 것은 아닙니다, 각하.
KRO3005.SBE	10	하지만 객실에 들어가면 그 개가 저를 공격할 겁니다.
KRO3005.SBE	11	각하께서 원하신다면 물론...
KRO3005.SBE	12	알겠다, 카히나.
KRO3005.SBE	13	비엔나까지는 아직 몇 시간이 남아 있다.
KRO3005.SBE	14	미스 볼프가 자리를 비우게끔 내가 손써 두겠다.
KRO3005.SBE	15	그리고 자네를 그토록 불안하게 만드는 그 짐승도.
KRO3005.SBE	16	그다음 카히나, 자네가 불새를 찾아라.
KRO3005.SBE	17	예, 각하.
KRO5001.SBE	0	미스터 캐스, 시간을 낭비할 여유가 없습니다.
KRO5002.SBE	0	이럴 시간은 없습니다.
LINZ.SBE	0	린츠 오후 2:55
LUNEVILL.SBE	0	뤼네빌 오후 12:44
MAH1170B.SBE	0	막 밤 침대 정리를 하려던 참이었습니다, 무슈.
MAH1170D.SBE	0	실례했습니다. 죄송합니다.
MAH1170F.SBE	0	정말 죄송합니다, 무슈. 제가 이해를 못 했습니다.
MAH1170H.SBE	0	예, 무슈.
MAH1170I.SBE	0	용서해 주십시오, 무슈.
MAH1172.SBE	0	예, 무슈. 죄송합니다, 무슈. 편안한 밤 되십시오, 무슈.
MIL1031A.SBE	0	타일러, 나 밀로스야.
MIL1031B.SBE	0	밀로스야. 들여보내 줘.
MIL1032.SBE	0	- 누구지? - 밀로스야. 들여보내 줘.
MIL1117A.SBE	0	네? 누구죠?
MIL1118.SBE	0	들어와.
MME1035A.SBE	0	프랑수아! 이리 와! 지금 당장 그만둬!
MME1036.SBE	0	그만 안 하면 독일 다음 역에서 널 내려버릴 거야.
MME1036.SBE	1	그러고 싶니?
MME1037.SBE	0	이 호루라기는 어디서 났니?
MME1037.SBE	1	주웠어.
MME1037.SBE	2	어디서?
MME1037.SBE	3	바닥에서.
MME1037.SBE	4	왜 숨기니? 이리 보여 줘.
MME1037.SBE	5	싫어! 내가 주웠어, 내 거야!
MME1037.SBE	6	넌 정말 못 말린다. 갖고 있어도 좋지만, 불지는 마!
MME1037.SBE	7	약속할게.
MME1038.SBE	0	누구죠?
MME1038C.SBE	0	누구죠?
MME1040.SBE	0	어떤 남자가 창문으로 떨어지는 걸 봤어. 선로를 따라 구르더라.
MME1040.SBE	1	정말?
MME1040.SBE	2	응, 굴러가다가... 죽었어.
MME1040.SBE	3	프랑수아, 제발. 장난감 가지고 가서 놀아.
MME1040A.SBE	0	죽었어... 죽었어... 죽었어...
MME1040A.SBE	1	프랑수아! 노래 그만해! 시끄럽다.
MME1040A.SBE	2	울고 싶으면 울어! 어디 울어봐!
MME1040A.SBE	3	그래, 네 인생 정말 힘들지. 널 괴롭히는 끔찍한 엄마가 나잖아.
MME1041.SBE	0	무슨 일이야? 왜 울어?
MME1041.SBE	1	그렇게까지 슬픈 일은 아니잖니... 눈물 닦아.
MME1041.SBE	2	괜찮아, 이제 끝났어...
MME1101.SBE	0	예, 마담?
MME1101.SBE	1	제가 잘못 들은 건가요, 아니면 우리 옆 객실에 개가 있나요?
MME1101.SBE	2	바로 옆은 아니지만, 맞습니다, 마담.
MME1101.SBE	3	그 개는 미스 볼프의 개입니다.
MME1101.SBE	4	회사가 자체 규정을
MME1101.SBE	5	이렇게 무시하다니 정말 놀랍군요.
MME1101.SBE	6	물론 마담 말씀이 맞습니다만, 아시다시피
MME1101.SBE	7	미스 볼프는 늘 그 개와 함께 여행하십니다.
MME1101.SBE	8	소음도 소음이지만 위생은 어떡합니까...
MME1101.SBE	9	일등 객차에서 이건 정말 지나칩니다!
MME1101.SBE	10	무슨 말씀인지 압니다, 마담. 일반적인 일등 열차라면
MME1101.SBE	11	당연히 있을 수 없는 일이지요. 하지만 이곳은 오리엔트 특급입니다.
MME1101.SBE	12	미스 볼프가 큰 개 없이는 절대 여행하지 않는다는 건 온 세상이 아는 사실입니다.
MME1101.SBE	13	그것도 오리엔트 특급의 낭만적인 전설의 일부입니다.
MME1101.SBE	14	가끔은 운이 없어
MME1101.SBE	15	열차에서 이 유명한 한 쌍을 못 본 승객들이 무척 아쉬워하기도 하지요.
MME1101.SBE	16	흠... 목줄은 하고 있겠지요?
MME1101.SBE	17	물론입니다, 마담. 아주 잘 훈련된 개입니다.
MME1101.SBE	18	이보다 훌륭한 개는 못 보실 겁니다.
MME1101.SBE	19	장담하건대, 열차에 개가 있다는 것도 거의 못 느끼실 겁니다.
MME1101.SBE	20	흥, 두고 보지요.
MME1101.SBE	21	더 필요하신 건 없으십니까, 마담?
MME1101.SBE	22	아니요, 고맙습니다.
MME1101.SBE	23	안녕히 주무십시오, 마담.
MME1103A.SBE	0	실례합니다.
MME1103B.SBE	0	실례합니다, 무슈.
MME1103C.SBE	0	실례합니다, 무슈.
MME1103D.SBE	0	실례합니다.
MME1151.SBE	0	좋은 저녁입니다, 마담.
MME1151.SBE	1	이런 소동이 있었으니 해명을 듣는 게 지나친 요구는 아니겠지요.
MME1151.SBE	2	물론 아닙니다, 마담.
MME1151.SBE	3	저는 고급 열차를 자주 이용해 왔고, 제 남편은 기술자예요.
MME1151.SBE	4	그러니 제가 회사 사장에게 직접 항의 서한을 보낼 겁니다.
MME1151.SBE	5	그러실 권리가 충분합니다, 마담. 이번 소동은 예상치 못한 일이었습니다.
MME1151.SBE	6	안타깝게도 현지 경찰이 개입했습니다.
MME1151.SBE	7	물론 저희도 설명하려 했습니다만, 아시다시피 여긴 프랑스입니다.
MME1151.SBE	8	무슨 일이었죠?
MME1151.SBE	9	마담께서 이렇게 이해해 주셨으니,
MME1151.SBE	10	경찰이 제게 한 말을 말씀드려도 되겠습니다.
MME1151.SBE	11	좋습니다.
MME1151.SBE	12	선로 옆에서 시신 하나가 발견됐습니다, 마담.
MME1151.SBE	13	경찰은 이 열차에서 던져진 것일 수 있다고 봤습니다.
MME1151.SBE	14	제가 봤어요! 제가 봤어요!
MME1151.SBE	15	조용히 해, 프랑수아. 그래서 아무것도 못 찾았다는 거죠?
MME1151.SBE	16	아무것도 없습니다, 마담. 오해였습니다. 걱정하실 일 없습니다.
MME1151.SBE	17	정말이에요, 창문으로 내던졌어요, 제가 봤다니까요!
MME1151.SBE	18	프랑수아, 지어내지 마.
MME1151.SBE	19	실례가 안 된다면, 마담, 저는 가봐야겠습니다.
MME1151.SBE	20	고맙습니다.
MME1151.SBE	21	좋은 저녁 되십시오, 마담.
MME1151B.SBE	0	프랑수아, 지어내지 말라고 했지. 정말 못 참겠구나.
MME3001.SBE	0	예, 마담.
MME3001.SBE	1	이번엔 정말 한계예요. 그 개는 당장 치워야 합니다.
MME3001.SBE	2	죄송합니다, 마담. 불편을 겪으셨습니까...?
MME3001.SBE	3	냄새에 짖는 소리까지, 너무하군요! 작은 개, 푸들 정도라면 몰라도.
MME3001.SBE	4	저런 괴물 같은 개라니! 그것도 어린아이 바로 옆에서요!
MME3001.SBE	5	정말 죄송합니다, 마담. 미스 볼프에게 개를 조용히 시키라고 강하게 말하겠습니다.
MME3001.SBE	6	아니요, 그걸로는 안 됩니다.
MME3001.SBE	7	그 개는 수하물칸 우리에 넣어야 합니다.
MME3001.SBE	8	이렇게 명망 있는 회사가
MME3001.SBE	9	저런 허세 가득한 사람들, 소위 "예술가"들의 변덕을 봐주고...
MME3001.SBE	10	점잖은 고객은 무시하다니 놀랍군요.
MME3001.SBE	11	전 서커스가 아니라 호화 열차 표를 산 줄 알았습니다!
MME3001.SBE	12	이해합니다, 마담. 말씀은 전적으로 타당합니다.
MME3001.SBE	13	즉시 열차장에게 말씀드리겠습니다.
MME3001.SBE	14	말만 하실 게 아니라 조치를 하셔야죠.
MME3001.SBE	15	그 짐승을 침대칸에서 당장 치워 주세요.
MME3001.SBE	16	- 제 말 분명히 전했나요? - 예, 마담.
MME5001.SBE	0	누구죠?!?
MME5010.SBE	0	무슨 일이 벌어지는 건지 알고 싶습니다.
MME5010.SBE	1	죄송합니다, 선생님. 회사가 더는 상황을 통제하지 못하고 있습니다.
MME5010.SBE	2	모든 승객께 객실에 머물러 주시길 요청드리고 있습니다.
MME5010.SBE	3	열차를 멈출 수 있을 때까지요.
MME5010.SBE	4	열차를 멈춘다고요! 그럼 지금 통제를 못 한다는 겁니까?
MME5010.SBE	5	세상에, 우리 다 죽는 거야!
MME5010.SBE	6	클로드! 진정해요! 여보, 울지 마요.
MME5010.SBE	7	엄마가 여기 있잖아, 괜찮아.
MME5010.SBE	8	말도 안 돼! 여기 내 아내와 어린아이가 있단 말이오!
MME5010.SBE	9	뭔가 조치를 해야 하오! 당장 기관사를 만나게 하시오!
MME5010.SBE	10	곧바로 열차장을 보내드리겠습니다, 무슈.
MME5010.SBE	11	하지만 제발 객실에 계십시오. 안전을 위해서입니다.
MME5010.SBE	12	클로드! 저분 말대로 해요. 앉아요! 당신이 할 수 있는 건 없어요.
MRB1001.SBE	0	누구죠?
MRB1001A.SBE	0	누구죠? 들어오세요.
MRB1074.SBE	0	프랑수아, 저녁 먹을 준비해.
MRB1074.SBE	1	내 향수에 이게 뭐 떠다니는 거니?
MRB1074.SBE	2	유진이야. 출발 전에 방부 처리해 놨어.
MRB1074.SBE	3	내 사마귀야. 죽었어.
MRB1074.SBE	4	끔찍하구나. 정원에 버렸어야지.
MRB1074.SBE	5	클로드! 당신이 좀 말해요!
MRB1074.SBE	6	프랑수아, 엄마 물건은 만지면 안 된다.
MRB1074.SBE	7	실험에 써서도 안 되고.
MRB1074.SBE	8	다만 향수를 쓴 건 꽤 잘했다.
MRB1074.SBE	9	알코올에는 실제로 보존 효과가 있거든.
MRB1074.SBE	10	내 풍뎅이 호루라기도 죽었는데, 병에 안 들어갔어.
